,player_name,position,team_display,opponent,prop_type,sportsbook,line,price,model_prediction,sigma,p_win_pct,edge_pct,roi_pct,kelly_pct,stake,recommendation
199,J.J. McCarthy,QB,"MIN [proj=MIN, odds=GB]",NE,Passing Yards,BetOnline.ag,189.5,-112,170.481072767315,51.1443218301945,35.499563448290935,-17.330625230954343,-32.80439775859215,0,0,PASS
200,J.J. McCarthy,QB,"MIN [proj=MIN, odds=GB]",NE,Passing Yards,Bovada,189.5,-115,170.481072767315,51.1443218301945,35.499563448290935,-17.988808644732323,-33.631250944499556,0,0,PASS
201,Jahmyr Gibbs,RB,DET,DEN,Rushing Yards,BetRivers,74.5,-117,62.300720032688616,32.53747405023814,35.385620841965014,-18.531429849279224,-34.37025878028711,0,0,PASS
202,Jahmyr Gibbs,RB,DET,DEN,Rushing Yards,BetOnline.ag,75.5,-112,62.300720032688616,32.53747405023814,34.249477007398966,-18.580711671846316,-35.17063280742339,0,0,PASS
203,Geno Smith,QB,"SEA [proj=SEA, odds=LV]",PIT,Passing Yards,DraftKings,201.5,-111,178.95239056182473,53.68571716854742,33.724539236412845,-18.882095834677205,-35.89299298303504,0,0,PASS
204,Jahmyr Gibbs,RB,DET,DEN,Rushing Yards,Bovada,75.5,-115,62.300720032688616,32.53747405023814,34.249477007398966,-19.238895085624296,-35.968369073123675,0,0,PASS
205,Geno Smith,QB,"SEA [proj=SEA, odds=LV]",PIT,Passing Yards,BetOnline.ag,201.5,-114,178.95239056182473,53.68571716854742,33.724539236412845,-19.54648880097033,-36.692531608839055,0,0,PASS
206,Geno Smith,QB,"SEA [proj=SEA, odds=LV]",PIT,Passing Yards,FanDuel,201.5,-114,178.95239056182473,53.68571716854742,33.724539236412845,-19.54648880097033,-36.692531608839055,0,0,PASS
207,Geno Smith,QB,"SEA [proj=SEA, odds=LV]",PIT,Passing Yards,Bovada,201.5,-115,178.95239056182473,53.68571716854742,33.724539236412845,-19.76383285661042,-36.949774471054255,0,0,PASS
208,Jahmyr Gibbs,RB,DET,DEN,Rushing Yards,BetMGM,79.5,100,62.300720032688616,32.53747405023814,29.85417873913408,-20.14582126086592,-40.29164252173184,0,0,PASS
209,J.J. McCarthy,QB,"MIN [proj=MIN, odds=GB]",NE,Passing Yards,BetMGM,192.5,-115,170.481072767315,51.1443218301945,33.34067639918884,-20.14769569383442,-37.667431079777394,0,0,PASS
210,Geno Smith,QB,"SEA [proj=SEA, odds=LV]",PIT,Passing Yards,BetMGM,202.5,-115,178.95239056182473,53.68571716854742,33.04685852118618,-20.441513571837078,-38.216742764738875,0,0,PASS
211,Geno Smith,QB,"SEA [proj=SEA, odds=LV]",PIT,Passing Yards,BetRivers,205.5,-115,178.95239056182473,53.68571716854742,31.047640654636808,-22.44073143838645,-41.95441095002683,0,0,PASS
212,Breece Hall,RB,"ATL [proj=ATL, odds=BAL]",BAL,Rushing Yards,BetOnline.ag,63.5,-114,45.42845363813982,32.53747405023814,28.930809492607086,-24.34021854477609,-45.691287443702485,0,0,PASS
213,Lamar Jackson,QB,BAL,ATL,Passing Yards,BetRivers,206.5,-115,175.10413728624297,52.531241185872894,27.50331491265338,-25.985057180369882,-48.58075907634368,0,0,PASS
214,Breece Hall,RB,"ATL [proj=ATL, odds=BAL]",BAL,Rushing Yards,BetRivers,64.5,-118,45.42845363813982,32.53747405023814,27.889039556932442,-26.23940081004003,-48.476181157531585,0,0,PASS
